exp,data,algo,error_trn,error_tst,corr_trn,corr_tst,r2_trn,r2_tst,tree_size,func_node,leaf_node,train_param,compute_time,problem
GP_npy,australian,GP,0.1123188405797102,0.1376811594202898,,,0.8876811594202898,0.8623188405797102,,,,none,0.00019571401070857394,class
GP_npy,australian,GP,0.10507246376811596,0.15217391304347827,,,0.894927536231884,0.8478260869565217,,,,none,0.0001739056214042332,class
GP_npy,australian,GP,0.1032608695652174,0.13043478260869568,,,0.8967391304347826,0.8695652173913043,,,,none,0.00021740491839422697,class
GP_npy,australian,GP,0.09963768115942029,0.17391304347826086,,,0.9003623188405797,0.8260869565217391,,,,none,0.0001882815706557122,class
GP_npy,australian,GP,0.11775362318840576,0.1159420289855072,,,0.8822463768115942,0.8840579710144928,,,,none,0.00017380887183590212,class
GP_npy,australian,GP,0.1123188405797102,0.14492753623188404,,,0.8876811594202898,0.855072463768116,,,,none,0.000246220740719118,class
GP_npy,australian,GP,0.11413043478260865,0.1376811594202898,,,0.8858695652173914,0.8623188405797102,,,,none,0.00018101325933484063,class
GP_npy,australian,GP,0.12137681159420288,0.10144927536231885,,,0.8786231884057971,0.8985507246376812,,,,none,0.0001810409020686495,class
GP_npy,australian,GP,0.11775362318840576,0.1159420289855072,,,0.8822463768115942,0.8840579710144928,,,,none,0.00018102708070174506,class
GP_npy,australian,GP,0.1159420289855072,0.12318840579710144,,,0.8840579710144928,0.8768115942028986,,,,none,0.00018127759297688803,class
GP_npy,australian,GP,0.1032608695652174,0.18840579710144922,,,0.8967391304347826,0.8115942028985508,,,,none,0.0001811480176621589,class
GP_npy,australian,GP,0.09782608695652173,0.1594202898550725,,,0.9021739130434783,0.8405797101449275,,,,none,0.00018103399138519728,class
NBC_npy,australian,NBC,0.1938405797101449,0.21739130434782605,,,0.8061594202898551,0.782608695652174,,,,none,2.1723733432051063e-05,class
NBC_npy,australian,NBC,0.18659420289855078,0.21014492753623193,,,0.8134057971014492,0.7898550724637681,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19746376811594202,0.18840579710144922,,,0.802536231884058,0.8115942028985508,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19746376811594202,0.2028985507246377,,,0.802536231884058,0.7971014492753623,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.18297101449275366,0.21739130434782605,,,0.8170289855072463,0.782608695652174,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.18297101449275366,0.1811594202898551,,,0.8170289855072463,0.8188405797101449,,,,none,7.23375790361045e-06,class
NBC_npy,australian,NBC,0.18659420289855078,0.21014492753623193,,,0.8134057971014492,0.7898550724637681,,,,none,7.238940916199615e-06,class
NBC_npy,australian,NBC,0.1938405797101449,0.1811594202898551,,,0.8061594202898551,0.8188405797101449,,,,none,7.2372132453365605e-06,class
NBC_npy,australian,NBC,0.19927536231884058,0.21014492753623193,,,0.8007246376811594,0.7898550724637681,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.1811594202898551,0.2681159420289855,,,0.8188405797101449,0.7318840579710145,,,,none,7.249306941377943e-06,class
NBC_npy,australian,NBC,0.17934782608695654,0.24637681159420288,,,0.8206521739130435,0.7536231884057971,,,,none,7.238940916199615e-06,class
NBC_npy,australian,NBC,0.2065217391304348,0.18840579710144922,,,0.7934782608695652,0.8115942028985508,,,,none,1.4486520186714504e-05,class
NBC_npy,australian,NBC,0.19565217391304346,0.1811594202898551,,,0.8043478260869565,0.8188405797101449,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19746376811594202,0.19565217391304346,,,0.802536231884058,0.8043478260869565,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.19021739130434778,0.21014492753623193,,,0.8097826086956522,0.7898550724637681,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.18478260869565222,0.26086956521739135,,,0.8152173913043478,0.7391304347826086,,,,none,1.4496886211892832e-05,class
NBC_npy,australian,NBC,0.20108695652173914,0.17391304347826086,,,0.7989130434782609,0.8260869565217391,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19746376811594202,0.16666666666666663,,,0.802536231884058,0.8333333333333334,,,,none,1.4488247857577559e-05,class
NBC_npy,australian,NBC,0.19021739130434778,0.23913043478260865,,,0.8097826086956522,0.7608695652173914,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.18659420289855078,0.1811594202898551,,,0.8134057971014492,0.8188405797101449,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.18659420289855078,0.19565217391304346,,,0.8134057971014492,0.8043478260869565,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19746376811594202,0.1811594202898551,,,0.802536231884058,0.8188405797101449,,,,none,1.4498613882755887e-05,class
NBC_npy,australian,NBC,0.19746376811594202,0.21739130434782605,,,0.802536231884058,0.782608695652174,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.18297101449275366,0.23913043478260865,,,0.8170289855072463,0.7608695652173914,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.19202898550724634,0.17391304347826086,,,0.8079710144927537,0.8260869565217391,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.1938405797101449,0.19565217391304346,,,0.8061594202898551,0.8043478260869565,,,,none,7.24066858706267e-06,class
NBC_npy,australian,NBC,0.20108695652173914,0.17391304347826086,,,0.7989130434782609,0.8260869565217391,,,,none,7.242396257925725e-06,class
NBC_npy,australian,NBC,0.20833333333333337,0.1594202898550725,,,0.7916666666666666,0.8405797101449275,,,,none,7.244123928788779e-06,class
NBC_npy,australian,NBC,0.19565217391304346,0.21014492753623193,,,0.8043478260869565,0.7898550724637681,,,,none,7.245851599651834e-06,class
NBC_npy,australian,NBC,0.19202898550724634,0.21014492753623193,,,0.8079710144927537,0.7898550724637681,,,,none,7.238940916199615e-06,class
SVM_npy,australian,SVM,0.14130434782608692,0.14492753623188404,,,0.8586956521739131,0.855072463768116,,,,none,7.249306941377943e-06,class
SVM_npy,australian,SVM,0.14130434782608692,0.13043478260869568,,,0.8586956521739131,0.8695652173913043,,,,none,7.263128308282382e-06,class
SVM_npy,australian,SVM,0.13043478260869568,0.17391304347826086,,,0.8695652173913043,0.8260869565217391,,,,none,7.244123928788779e-06,class
SVM_npy,australian,SVM,0.12137681159420288,0.1594202898550725,,,0.8786231884057971,0.8405797101449275,,,,none,7.235485574473506e-06,class
SVM_npy,australian,SVM,0.13949275362318836,0.13043478260869568,,,0.8605072463768116,0.8695652173913043,,,,none,7.247579270514889e-06,class
SVM_npy,australian,SVM,0.13586956521739135,0.14492753623188404,,,0.8641304347826086,0.855072463768116,,,,none,7.245851599651834e-06,class
SVM_npy,australian,SVM,0.13586956521739135,0.13043478260869568,,,0.8641304347826086,0.8695652173913043,,,,none,0.0,class
SVM_npy,australian,SVM,0.13224637681159424,0.15217391304347827,,,0.8677536231884058,0.8478260869565217,,,,none,7.24066858706267e-06,class
SVM_npy,australian,SVM,0.13043478260869568,0.12318840579710144,,,0.8695652173913043,0.8768115942028986,,,,none,0.0,class
SVM_npy,australian,SVM,0.1376811594202898,0.15217391304347827,,,0.8623188405797102,0.8478260869565217,,,,none,0.0,class
SVM_npy,australian,SVM,0.1376811594202898,0.10144927536231885,,,0.8623188405797102,0.8985507246376812,,,,none,7.244123928788779e-06,class
SVM_npy,australian,SVM,0.1376811594202898,0.15217391304347827,,,0.8623188405797102,0.8478260869565217,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.14311594202898548,0.10144927536231885,,,0.8568840579710145,0.8985507246376812,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.13224637681159424,0.14492753623188404,,,0.8677536231884058,0.855072463768116,,,,none,7.2372132453365605e-06,class
SVM_npy,australian,SVM,0.1376811594202898,0.12318840579710144,,,0.8623188405797102,0.8768115942028986,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.13224637681159424,0.15217391304347827,,,0.8677536231884058,0.8478260869565217,,,,none,7.245851599651834e-06,class
SVM_npy,australian,SVM,0.13224637681159424,0.15217391304347827,,,0.8677536231884058,0.8478260869565217,,,,none,0.0,class
SVM_npy,australian,SVM,0.14492753623188404,0.10869565217391308,,,0.855072463768116,0.8913043478260869,,,,none,7.230302561884341e-06,class
SVM_npy,australian,SVM,0.1340579710144928,0.16666666666666663,,,0.8659420289855072,0.8333333333333334,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.13949275362318836,0.15217391304347827,,,0.8605072463768116,0.8478260869565217,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.14130434782608692,0.13043478260869568,,,0.8586956521739131,0.8695652173913043,,,,none,7.251034612240999e-06,class
SVM_npy,australian,SVM,0.13224637681159424,0.14492753623188404,,,0.8677536231884058,0.855072463768116,,,,none,1.4486520186714504e-05,class
SVM_npy,australian,SVM,0.14492753623188404,0.12318840579710144,,,0.855072463768116,0.8768115942028986,,,,none,7.245851599651834e-06,class
SVM_npy,australian,SVM,0.125,0.18840579710144922,,,0.875,0.8115942028985508,,,,none,0.0,class
SVM_npy,australian,SVM,0.13586956521739135,0.1159420289855072,,,0.8641304347826086,0.8840579710144928,,,,none,7.238940916199615e-06,class
SVM_npy,australian,SVM,0.13043478260869568,0.1159420289855072,,,0.8695652173913043,0.8840579710144928,,,,none,7.242396257925725e-06,class
SVM_npy,australian,SVM,0.13586956521739135,0.14492753623188404,,,0.8641304347826086,0.855072463768116,,,,none,7.24066858706267e-06,class
SVM_npy,australian,SVM,0.1467391304347826,0.10869565217391308,,,0.8532608695652174,0.8913043478260869,,,,none,0.0,class
SVM_npy,australian,SVM,0.13043478260869568,0.16666666666666663,,,0.8695652173913043,0.8333333333333334,,,,none,0.0,class
SVM_npy,australian,SVM,0.13586956521739135,0.12318840579710144,,,0.8641304347826086,0.8768115942028986,,,,none,7.247579270514889e-06,class
DT_npy,baseball,DT,3.436656056647149e-35,0.025660421895751063,,,1.0,0.4661468869048834,,,,251,0.0,reg
DT_npy,baseball,DT,3.4366036182374467e-35,0.01747912844946625,,,1.0,0.4879241351703717,,,,253,3.713657421693483e-06,reg
DT_npy,baseball,DT,0.0,0.015615438222414905,,,1.0,0.6763536961154957,,,,258,0.0,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.02214776970211471,,,1.0,0.45105769588383016,,,,260,0.0,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.035250327305936274,,,1.0,0.07108775226014974,,,,256,0.0,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.026737077954523146,,,1.0,0.37429771989995086,,,,257,0.0,reg
DT_npy,baseball,DT,0.0,0.030011343547603486,,,1.0,0.4630077531066773,,,,252,3.714543736113935e-06,reg
DT_npy,baseball,DT,0.0,0.042344215558464904,,,1.0,0.26733218439630024,,,,253,3.714543736113935e-06,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.029459063358162323,,,1.0,0.41230827069639786,,,,256,3.7163163649548386e-06,reg
DT_npy,baseball,DT,0.0,0.018048621185531473,,,1.0,0.5794623991726529,,,,259,3.7163163649548386e-06,reg
DT_npy,baseball,DT,0.0,0.0223083294514759,,,1.0,0.553809002926406,,,,262,3.7163163649548386e-06,reg
DT_npy,baseball,DT,0.0,0.02789259296172749,,,1.0,0.3499964843428328,,,,254,3.714543736113935e-06,reg
DT_npy,baseball,DT,0.0,0.017578162665889845,,,1.0,0.43636823341069175,,,,258,3.7163163649548386e-06,reg
DT_npy,baseball,DT,0.0,0.03717208949402582,,,1.0,0.34757812687544887,,,,257,3.712771107273031e-06,reg
DT_npy,baseball,DT,0.0,0.030227450122919712,,,1.0,0.4218360333269906,,,,256,0.0,reg
DT_npy,baseball,DT,3.4366036182374467e-35,0.03904015353529311,,,1.0,0.23283880332540274,,,,255,3.7180889937957424e-06,reg
DT_npy,baseball,DT,0.0,0.016918305494085743,,,1.0,0.5428790426429533,,,,261,0.0,reg
DT_npy,baseball,DT,0.0,0.020694266220221802,,,1.0,0.47879781679645483,,,,258,3.7154300505343867e-06,reg
DT_npy,baseball,DT,3.4366036182374467e-35,0.02444116310453977,,,1.0,0.45166773398281923,,,,253,3.712771107273031e-06,reg
DT_npy,baseball,DT,0.0,0.028720100173759942,,,1.0,0.5307816465101929,,,,247,0.0,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.023516233124450128,,,1.0,0.49459106505534867,,,,250,3.719861622636646e-06,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.027210397583735727,,,1.0,-0.017719445502441644,,,,259,3.7172026793752905e-06,reg
DT_npy,baseball,DT,3.4366036182374467e-35,0.02002974023221249,,,1.0,0.5393194782019537,,,,255,3.7154300505343867e-06,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.018349529360463863,,,1.0,0.5628925697115315,,,,256,3.7154300505343867e-06,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.01621293238341185,,,1.0,0.5945493919583917,,,,252,0.0,reg
DT_npy,baseball,DT,5.243840970210948e-40,0.028398293975962517,,,1.0,0.4088905382249983,,,,256,0.0,reg
DT_npy,baseball,DT,0.0,0.014540089596070279,,,1.0,0.4795135167577286,,,,253,0.0,reg
DT_npy,baseball,DT,0.0,0.02765203973545028,,,1.0,0.5653773257790224,,,,252,0.0,reg
DT_npy,baseball,DT,0.0,0.021759017719551788,,,1.0,0.2786478760528782,,,,259,0.0,reg
DT_npy,baseball,DT,0.0,0.0218721034543394,,,1.0,0.43932785957760356,,,,255,0.0,reg
GP_npy,baseball,GP,0.012734303893393539,0.013650244776358202,,,1.0,0.6782378195403636,,,,none,7.601345286649816e-06,reg
GP_npy,baseball,GP,0.013221639217880877,0.011779647156844774,,,1.0,0.7536795150897799,,,,none,0.0,reg
GP_npy,baseball,GP,0.012661510151758197,0.015155279609486169,,,1.0,0.638301224407566,,,,none,1.46942980149213e-05,reg
GP_npy,baseball,GP,0.012869198746648502,0.013261017305192392,,,1.0,0.6318872506579383,,,,none,1.4701310326071347e-05,reg
GP_npy,baseball,GP,0.01250838273053058,0.014706413088377038,,,1.0,0.6960234336387678,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.01189567051391805,0.017309523988142537,,,1.0,0.5998608055909713,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.012697181852062395,0.013809682168940782,,,1.0,0.6320733190886227,,,,none,1.432965783511891e-05,reg
GP_npy,baseball,GP,0.01219243587783562,0.01588118361670249,,,1.0,0.6582079863439543,,,,none,2.9406126807717717e-05,reg
GP_npy,baseball,GP,0.013436658047501762,0.010647651408752982,,,1.0,0.7400681224012582,,,,none,1.4701310326071347e-05,reg
GP_npy,baseball,GP,0.011101386018969749,0.02038169845581393,,,1.0,0.6015245241315259,,,,none,0.0,reg
GP_npy,baseball,GP,0.012688269239611739,0.013592719563541026,,,1.0,0.6870656841397316,,,,none,1.4708322637221392e-05,reg
GP_npy,baseball,GP,0.013188992967300701,0.012189586016368442,,,1.0,0.561598893877413,,,,none,0.0,reg
GP_npy,baseball,GP,0.011266639101955224,0.020732526136265094,,,1.0,0.6382182569600837,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.013223092459064688,0.011516053738926765,,,1.0,0.6750731009309432,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.012712504255369057,0.013477207503481553,,,1.0,0.7179032648848227,,,,none,1.4690791859346277e-05,reg
GP_npy,baseball,GP,0.01169571542247185,0.018577300217620312,,,1.0,0.5967471693171758,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.013460561577855442,0.010961826138833492,,,1.0,0.6632590473712527,,,,none,0.0,reg
GP_npy,baseball,GP,0.012686261702512875,0.01429098603241067,,,1.0,0.6851367119894574,,,,none,0.0,reg
GP_npy,baseball,GP,0.0127735055781781,0.013531000554677517,,,1.0,0.595376144789307,,,,none,1.4701310326071347e-05,reg
GP_npy,baseball,GP,0.01281952872917057,0.013553470223242716,,,1.0,0.609415179796766,,,,none,1.4701310326071347e-05,reg
GP_npy,baseball,GP,0.012795127630466883,0.013439355583381987,,,1.0,0.6938433946875744,,,,none,1.4701310326071347e-05,reg
GP_npy,baseball,GP,0.012779859277099438,0.013049734251416615,,,1.0,0.6469783122396343,,,,none,1.4526002547320198e-05,reg
GP_npy,baseball,GP,0.0125854469984473,0.01415075089956455,,,1.0,0.6669095512858152,,,,none,2.2425371057846968e-05,reg
GP_npy,baseball,GP,0.010970236218871512,0.021011190944281055,,,1.0,0.5280004185751856,,,,none,1.4687285703771254e-05,reg
GP_npy,baseball,GP,0.012965478705878497,0.012944192460911445,,,1.0,0.7132173536519916,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.010602349703937825,0.02436000033751838,,,1.0,0.6080520629329995,,,,none,1.4697804170496324e-05,reg
GP_npy,baseball,GP,0.011637115282828804,0.01799460994739467,,,1.0,0.6274064616890764,,,,none,0.0,reg
GP_npy,baseball,GP,0.012287576407092079,0.016464377917853094,,,1.0,0.6343190653304709,,,,none,1.4690791859346277e-05,reg
GP_npy,baseball,GP,0.012838078451451818,0.01331679431540392,,,1.0,0.608696199282035,,,,none,1.470481648164637e-05,reg
GP_npy,baseball,GP,0.011669543422535074,0.01786903838067486,,,1.0,0.6436239392804071,,,,none,1.4687285703771254e-05,reg
SVM_npy,baseball,SVM,0.007874107877191217,0.013959174612600798,,,1.0,0.7030711153016281,,,,none,1.4711828792796415e-05,reg
SVM_npy,baseball,SVM,0.0062125922793220606,0.015853656617059456,,,1.0,0.5823582399576215,,,,none,1.4708322637221392e-05,reg
SVM_npy,baseball,SVM,0.0065768867597018115,0.018703032850653074,,,1.0,0.6837465448719446,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.0076542160085642155,0.014845924979825302,,,1.0,0.6528756661170995,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.0063148846168140215,0.017438938792570257,,,1.0,0.5976764254703708,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.006566955316977625,0.01636440745582735,,,1.0,0.6252138365941923,,,,none,1.470481648164637e-05,reg
SVM_npy,baseball,SVM,0.007219223951490815,0.015064104052678466,,,1.0,0.6377450222474652,,,,none,1.4690791859346277e-05,reg
SVM_npy,baseball,SVM,0.006961963425447093,0.011044496463863789,,,1.0,0.736910514631997,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.006804933717536107,0.011526985147502665,,,1.0,0.6376749343240322,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.0066355529794993725,0.015684801174640613,,,1.0,0.5938774886105995,,,,none,1.46942980149213e-05,reg
SVM_npy,baseball,SVM,0.006603132977344112,0.01986051198811911,,,1.0,0.6568882963386344,,,,none,2.9402620652142694e-05,reg
SVM_npy,baseball,SVM,0.007034729711512302,0.012823072534537773,,,1.0,0.7119678121291799,,,,none,1.4711828792796415e-05,reg
SVM_npy,baseball,SVM,0.006895798033105567,0.012638974567630716,,,1.0,0.6425395065357287,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.006838988215558697,0.014995576434474507,,,1.0,0.6469240331910024,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.005992220748282044,0.017195588436735715,,,1.0,0.5360886881851745,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.006312777591761426,0.017186569555886055,,,1.0,0.5576427464507818,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.007827038218608019,0.01286990304180839,,,1.0,0.5719192242741995,,,,none,1.46942980149213e-05,reg
SVM_npy,baseball,SVM,0.006090863852968635,0.01656586660668192,,,1.0,0.6553524478029116,,,,none,2.939911449656767e-05,reg
SVM_npy,baseball,SVM,0.006827087786995208,0.012253152390848879,,,1.0,0.7271839776471885,,,,none,1.470481648164637e-05,reg
SVM_npy,baseball,SVM,0.006639520557814517,0.01833232319955881,,,1.0,0.5518131268432455,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.006786381215190598,0.012788026100056927,,,1.0,0.7087542319945317,,,,none,1.4697804170496324e-05,reg
SVM_npy,baseball,SVM,0.007751096502155781,0.012115828008790405,,,1.0,0.6383182738978612,,,,none,2.9427163741167853e-05,reg
SVM_npy,baseball,SVM,0.007588720915800083,0.009058385282116582,,,1.0,0.752367091387351,,,,none,1.4687285703771254e-05,reg
SVM_npy,baseball,SVM,0.006050798242584561,0.02137910132435607,,,1.0,0.5822529941707089,,,,none,2.9385089874267578e-05,reg
SVM_npy,baseball,SVM,0.0060322327847919365,0.019825993736732616,,,1.0,0.6273649566785404,,,,none,2.9413139118867764e-05,reg
SVM_npy,baseball,SVM,0.006506211062993815,0.01708567798930598,,,1.0,0.6280856107705514,,,,none,1.4690791859346277e-05,reg
SVM_npy,baseball,SVM,0.006694325716106525,0.015094793858573582,,,1.0,0.6796679448937957,,,,none,1.4690791859346277e-05,reg
SVM_npy,baseball,SVM,0.00726539889281739,0.009037556854037012,,,1.0,0.7857205356259599,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.006464101609874077,0.01722086475199756,,,1.0,0.5870317240449658,,,,none,1.4701310326071347e-05,reg
SVM_npy,baseball,SVM,0.006488530993010646,0.017123199462176424,,,1.0,0.7037785199409115,,,,none,2.9427163741167853e-05,reg
DT_npy,dee,DT,0.0,0.01439192669569906,,,1.0,0.6724487512115236,,,,292,3.4235928156604507e-06,reg
DT_npy,dee,DT,0.0,0.015777182069800996,,,1.0,0.6447216890655945,,,,292,3.4235928156604507e-06,reg
DT_npy,dee,DT,0.0,0.015709714812136545,,,1.0,0.6290806264809267,,,,292,3.4219598116940016e-06,reg
DT_npy,dee,DT,0.0,0.015928066664384115,,,1.0,0.6341377512695123,,,,292,3.421143309710777e-06,reg
DT_npy,dee,DT,0.0,0.014961656645065722,,,1.0,0.6561313798422189,,,,292,3.4219598116940016e-06,reg
